tweet_id,tweet_text
17,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
18,"RT @sridharreddyko3: Today, on the occasion of Women’s Day, the Prime Minister, Shri Narendra Modi ji bought products from various women Se…"
19,"RT @Suvarnashre: Anyone -Muslims,Hindu,Christian or atheist-who values the rule of law, democracy , freedom from group identity &amp; the world…"
20,"RT @Arvindgmt: Today, on the occasion of Women's Day, the Prime Minister, Shri Narendra Modi bought products from various women Self Help G…"
21,@republic SMITA PRAKASH IS BRILLIANT AGAIN👌NARENDRA MODI IS P.M. ELECTED THROUGH A POLITICAL PROCESS KNOWN AS PARLI… https://t.co/I2aeXtpmnv
22,"RT @Suvarnashre: Anyone -Muslims,Hindu,Christian or atheist-who values the rule of law, democracy , freedom from group identity &amp; the world…"
23,"RT @ndtv: #LeftRightCentre | Debjani Bhattacharya, Columnist, on the war-of-words between Prime Minister Narendra Modi and #WestBengal Chie…"
24,"RT @TimesNow: Who do you (Kerala voters) think is the most suitable candidate for the post of PM of India?
•Narendra Modi: 31.95%
•Rahul Ga…"
25,"RT @RizviUzair: Scores of Rohingya who fled persecution in Myanmar are being held in a detention centre in India

Hindu-nationalist governm…"
26,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
27,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
28,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
29,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
30,"RT @rawal_sanjan: On This Women's Day Let's Not Forget The India's Bravest Journalist Gauri Lankesh

She Was Shot Down At Her Door Steps On…"
31,"RT @ndtv: #LeftRightCentre | Debjani Bhattacharya, Columnist, on the war-of-words between Prime Minister Narendra Modi and #WestBengal Chie…"
32,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
33,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
34,"RT @ndtv: #LeftRightCentre | Debjani Bhattacharya, Columnist, on the war-of-words between Prime Minister Narendra Modi and #WestBengal Chie…"
35,"RT @IPL: 🚨  BCCI announces schedule for VIVO IPL 2021 🚨

The season will kickstart on 9th April in Chennai and the final will take place on…"
36,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
37,"RT @vinayak_jain: Narendra Modi in Bengal. Amit Shah in TN. Himanta Biswa in Assam.

It is demeaning to such leaders when people say ‘BJP w…"
38,"RT @Reuters: Faced with the protests, Prime Minister Narendra Modi’s government offered to suspend the laws for 18 months, but the farmers…"
39,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
40,"RT @hindumax: Mallus have become laughing stock by choosing Rahul Gandhi over Narendra Modi.
Their icon is a laughing stock for the rest of…"
41,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
42,"RT @TimesNow: Who do you (Kerala voters) think is the most suitable candidate for the post of PM of India?
•Narendra Modi: 31.95%
•Rahul Ga…"
43,"RT @ndtv: #LeftRightCentre | Debjani Bhattacharya, Columnist, on the war-of-words between Prime Minister Narendra Modi and #WestBengal Chie…"
44,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
45,"RT @vinayak_jain: Narendra Modi in Bengal. Amit Shah in TN. Himanta Biswa in Assam.

It is demeaning to such leaders when people say ‘BJP w…"
46,"RT @Reuters: Faced with the protests, Prime Minister Narendra Modi’s government offered to suspend the laws for 18 months, but the farmers…"
47,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
48,"RT @ndtv: #LeftRightCentre | Debjani Bhattacharya, Columnist, on the war-of-words between Prime Minister Narendra Modi and #WestBengal Chie…"
49,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
50,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
51,"#LeftRightCentre | Debjani Bhattacharya, Columnist, on the war-of-words between Prime Minister Narendra Modi and… https://t.co/tGHgGP4myb"
52,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
53,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
54,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
55,"RT @moneycontrolcom: #InternationalWomensDay | PM @narendramodi buys tribal art painting to support 'Nari Shakti.' Read more here.⤵️ 

@tri…"
56,"RT @Arvindgmt: Today, on the occasion of Women's Day, the Prime Minister, Shri Narendra Modi bought products from various women Self Help G…"
57,RT @ashokgehlot51: Attended the meeting of the National Committee for commemoration of 75th Anniversary of India's Independence under chair…
58,"RT @Arvindgmt: Today, on the occasion of Women's Day, the Prime Minister, Shri Narendra Modi bought products from various women Self Help G…"
59,RT @sagarikaghose: ‘It’s good that you did not fall off your scooty.” India’s only woman CM ⁦@MamataOfficial⁩ rides a scooter to protest fu…
60,RT @AudaciousQuest_: Why don't you say clearly that Modi's 60% followers are fake? The fake perception will break down like a castle of car…
61,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
62,“Amit Shah and Narendra Modi are two syndicate ministers who come to Bengal and lie. I respect the chair of a Prime… https://t.co/OUOKRT9aCs
63,"RT @DrAVSriv: 1. Who do you (Kerala voters) think is the most suitable candidate for the post of PM of India?

•Narendra Modi: 31.95%
•Rahu…"
64,"RT @ashlinpmathew: But, do you know who se blames the bureaucracy for their own shortcomings and inefficiencies? Our Prime Minister Narendr…"
65,"RT @ndtv: #LeftRightCentre | Dinesh Trivedi, BJP Leader, on the unparliamentary language used by #WestBengal Chief Minister Mamata Banerjee…"
66,"RT @Saisudh71598421: The Foundation for Amaravati was Laid as per Hindu Rituals by Narendra Modi Ji, With Pandits Chanting Vedas following…"
67,"RT @Arvindgmt: Today, on the occasion of Women's Day, the Prime Minister, Shri Narendra Modi bought products from various women Self Help G…"
68,"RT @MdMostakimHoqu1: #BeediLivelihoodsMatter 
@narendramodi @PMOIndia 
Shri Hon'ble Narendra Modi Saheb  I requested to repeal the quota la…"
69,RT @PalashM17280548: #It’s high time for PM Narendra Modi to intervene in  states like UP and MP instead of preaching sermons about Women S…
70,"RT @Reuters: Faced with the protests, Prime Minister Narendra Modi’s government offered to suspend the laws for 18 months, but the farmers…"
71,"RT @PChettan: She has proved the power of being a stong independent woman.. 

A true inspiration for all independent woman in a male domina…"
72,"RT @Reuters: Faced with the protests, Prime Minister Narendra Modi’s government offered to suspend the laws for 18 months, but the farmers…"
73,"RT @Arvindgmt: Today, on the occasion of Women's Day, the Prime Minister, Shri Narendra Modi bought products from various women Self Help G…"
74,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
75,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
76,"RT @moneycontrolcom: #InternationalWomensDay | PM @narendramodi buys tribal art painting to support 'Nari Shakti.' Read more here.⤵️ 

@tri…"
77,"RT @TimesNow: Who do you (Kerala voters) think is the most suitable candidate for the post of PM of India?
•Narendra Modi: 31.95%
•Rahul Ga…"
78,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
79,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
80,"RT @mannkibaat: PM Shri Narendra Modi buys Classic Palm Craft Nilavilakku made by women based in Kerala.

You can too buy them from https:/…"
81,"RT @mannkibaat: You have very often seen PM Shri Narendra Modi wearing the Gamusa . It is extremely comfortable.

Today, PM bought a Gamusa…"
82,"RT @mannkibaat: PM Shri Narendra Modi is going to use this handmade Jute File Folder from West Bengal. 

Made by tribal communities of the…"
83,"RT @mannkibaat: Khadi is closely associated with Mahatma Gandhi and India’s rich history. 

PM Shri Narendra Modi bought a Khadi Cotton Mad…"
84,RT @salimdotcomrade: The poor show of strength at Brigade Parade ground proves that #BJP's own party members in the state didn’t bother to…
85,RT @KfuFBOS7ThEstSe: It’s high time for PM Narendra Modi to intervene in  states like UP and MP instead of preaching sermons about Women Se…
86,"RT @Reuters: Faced with the protests, Prime Minister Narendra Modi’s government offered to suspend the laws for 18 months, but the farmers…"
87,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
88,"RT @mannkibaat: India is proud of the Naga Culture, synonymous with bravery, compassion and creativity. 

PM Shri Narendra Modi purchased a…"
89,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
90,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
91,"RT @Reuters: Faced with the protests, Prime Minister Narendra Modi’s government offered to suspend the laws for 18 months, but the farmers…"
92,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
93,"RT @mannkibaat: PM Shri Narendra Modi bought this handcrafted Gond Paper Painting today. It merges colours and creativity. 

Art by our tri…"
94,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
95,@CricCrazyJohns Most people watched it to see the new Narendra Modi stadium
96,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......"
97,"RT @Deshbhakt_walte: @GauravPandhi ""If you recall, 70 years ago, we were ruled by the British. Who is Narendra Modi compared to the British…"
98,RT @sandipr38164036: It’s high time for PM Narendra Modi to intervene in  states like UP and MP instead of preaching sermons about Women Se…
99,"NAMO's party steals photographs from CPI(M) Brigade rally to cover up his flop show.
https://t.co/WWybAewQbo"
100,"RT @Muthuraman_RSS: PM Narendra Modi lauds Mangaluru-based cardiologist for his selfless service
https://t.co/BLY6ngPsK7 https://t.co/azYj7…"
