tweet_id,processed_tweet
50,narendra modi bengal amit shah tn himanta biswa assam demeaning leaders people say
51,narendra modi greatest unifier india today leader whether bjp outside comes even inches close
52,bcci announces schedule vivo ipl season kickstart april chennai final take place
53,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
54,narendra modi calling asol poriborton west bengal meanwhile bjp worker killed several injured
55,historical brigade maidan rally pm shri narendra modi election campaign kolkata
56,mithun chakraborty called pure cobra narendra modis rally brigade parade grounds future
57,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
58,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
59,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
60,narendra modi bengal amit shah tn himanta biswa assam demeaning leaders people say
61,thackeray brothers several plush lavish farm houses across maharashtra challenge thackeray fan boys
62,elections narendra modi claimed politicians like mukul roy suvendu adhikari corrupt
63,leftrightcentre narendra modi acting like prime minister india like quarrelsome local leader saugata
64,indian prime minister narendra modi must slapped sanctions detention camps inhumane
65,narendra modis best contribution india hours sleeps everyday
66,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
67,pm narendra modi time rally kolkata protesting farmers says
68,mine twitter handle followed matter whether
69,prime minister narendra modi time go kolkata votes time talk farmers sitting borders
70,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
71,bcci announces schedule vivo ipl season kickstart april chennai final take place
72,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
73,march tuesday pm modi pm prime minister narendra modi release volumes manuscript
74,narendra modi bengal amit shah tn himanta biswa assam demeaning leaders people say
75,narendra modis best contribution india hours sleeps everyday
76,many matches narendra modi stadium multiple world class stadiums india
77,love affection pm narendra modi exasperation get rid tmc government manifest gigantic
78,bcci announces schedule vivo ipl season kickstart april chennai final take place
79,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
80,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
81,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
82,march tuesday pm modi noon prime minister narendra modi inaugurate india
83,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
84,pm narendra modi time rally kolkata protesting farmers says
85,next years important development foundation laid assembly election says prime
86,narendra modis best contribution india hours sleeps everyday
87,real face narendra modi unplanned lockdown modi many migrant people died due non available
88,imran saying pakistan needs powerful military india powerful government seen years
89,narendra modi bengal amit shah tn himanta biswa assam demeaning leaders people say
90,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
91,shameless thy name narendra modi
92,narendra modis best contribution india hours sleeps everyday
93,narendra modi back accused mukul roy suvendu adhikari corrupt threat indias future
94,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
95,love affection pm narendra modi exasperation get rid tmc government manifest
96,name one thing become cheaper narendra modi became prime minister
97,prime minister narendra modi release volumes manuscript commentaries scholars shlokas bhagavad
98,ipl finals set played may narendra modi stadium ahmadabad
99,pm narendra modi time rally kolkata protesting farmers says
100,name one thing become cheaper narendra modi became prime minister
